Trade_ID,Price,Quantity,Trade_Date
31490,96.86,30,2023-03-01
31491,95.65,32,2023-02-22
31492,102.89,38,2023-01-15
31493,96.67,36,2023-03-15
31494,103.43,94,2023-01-11
31495,95.66,49,2023-02-03
31496,102.19,55,2023-01-16
31497,104.69,1,2023-03-10
31498,102.01,45,2023-01-12
31499,95.98,6,2023-02-07
31500,98.81,14,2023-03-25
31501,99.68,67,2023-02-24
31502,103.38,26,2023-01-03
31503,99.51,48,2023-03-01
31504,97.99,82,2023-01-03
31505,101.88,29,2023-01-22
31506,100.96,51,2023-02-26
31507,104.1,68,2023-01-19
31508,97.37,81,2023-03-27
31509,97.71,67,2023-01-09
31510,98.08,52,2023-01-11
31511,101.05,61,2023-02-08
31512,100.85,80,2023-01-10
31513,97.44,84,2023-02-11
31514,103.23,71,2023-01-26
31515,98.12,35,2023-02-04
31516,104.56,91,2023-02-28
31517,103.46,9,2023-02-17
31518,101.66,57,2023-01-31
31519,101.98,80,2023-01-24
31520,95.29,35,2023-01-03
31521,101.96,1,2023-02-26
31522,98.1,16,2023-02-11
31523,97.16,20,2023-01-06
31524,100.59,38,2023-02-13
31525,103.97,94,2023-03-11
31526,102.19,95,2023-01-13
31527,103.51,14,2023-03-10
31528,100.83,1,2023-02-25
31529,103.8,37,2023-01-22
31530,100.14,26,2023-03-09
31531,97.46,19,2023-03-10
31532,96.12,81,2023-01-31
31533,99.05,73,2023-03-03
31534,96.66,83,2023-02-22
31535,100.18,12,2023-03-13
31536,98.72,48,2023-01-19
31537,103.66,88,2023-02-11
31538,97.05,41,2023-02-05
31539,96.42,79,2023-02-22
31540,98.78,34,2023-03-23
31541,104.16,48,2023-02-16
31542,102.24,55,2023-02-09
31543,101.64,97,2023-01-30
31544,97.21,26,2023-02-06
31545,102.43,56,2023-01-17
31546,102.33,51,2023-03-30
31547,101.86,4,2023-01-12
31548,100.73,28,2023-03-14
31549,102.77,95,2023-02-17
31550,103.44,65,2023-01-09
31551,99.45,68,2023-02-12
31552,100.78,82,2023-03-01
31553,103.44,96,2023-03-15
31554,101.67,59,2023-01-28
31555,101.08,42,2023-01-07
31556,102.86,79,2023-01-25
31557,103.45,38,2023-03-31
31558,100.69,49,2023-02-12
31559,103.09,65,2023-01-04
31560,99.0,75,2023-03-09
31561,100.02,34,2023-01-21
31562,101.19,74,2023-02-17
31563,98.49,30,2023-01-10
31564,98.48,4,2023-03-14
31565,95.45,65,2023-01-11
31566,105.07,45,2023-01-24
31567,102.6,59,2023-01-23
31568,100.91,2,2023-02-13
31569,98.76,33,2023-02-11
31570,100.1,42,2023-01-14
31571,101.84,43,2023-02-14
31572,101.0,94,2023-03-10
31573,97.73,17,2023-03-01
31574,100.08,96,2023-01-23
31575,97.99,43,2023-03-01
31576,97.95,57,2023-03-12
31577,100.05,12,2023-01-15
31578,102.66,92,2023-03-11
31579,105.09,95,2023-03-12
31580,102.15,99,2023-02-01
31581,96.21,28,2023-01-08
31582,101.49,52,2023-02-18
31583,102.73,6,2023-01-16
31584,96.84,76,2023-03-12
31585,102.92,49,2023-02-15
31586,99.86,40,2023-01-14
31587,104.32,36,2023-03-21
31588,102.18,79,2023-03-29
31589,102.6,32,2023-03-20
31590,105.53,18,2023-01-31
31591,95.15,11,2023-01-25
31593,101.81,56,2023-03-09
31594,96.89,61,2023-02-03
31595,100.4,79,2023-02-26
31596,102.93,87,2023-02-03
31597,101.73,67,2023-03-17
31598,97.14,3,2023-02-14
31599,104.17,48,2023-03-26
31600,95.19,80,2023-03-20
31601,96.49,26,2023-02-16
31602,95.42,79,2023-01-25
31603,104.07,18,2023-01-20
31604,96.71,84,2023-02-12
31605,98.19,63,2023-01-02
31606,95.26,13,2023-02-27
31607,105.68,73,2023-01-05
31608,97.64,21,2023-02-25
31609,104.47,99,2023-03-23
31610,96.1,43,2023-02-25
31611,102.51,55,2023-02-22
31612,96.08,84,2023-01-18
31613,104.75,44,2023-03-25
31614,104.25,46,2023-01-24
31615,102.82,1,2023-03-26
31616,96.18,51,2023-02-22
31617,95.64,40,2023-02-16
31618,96.82,28,2023-03-23
31619,99.18,25,2023-02-04
31620,97.05,33,2023-03-27
31621,97.6,47,2023-03-04
31622,98.76,52,2023-03-22
31623,101.69,37,2023-01-05
31624,103.45,35,2023-01-17
31625,100.88,30,2023-03-12
31626,101.74,50,2023-01-30
31627,101.92,79,2023-01-30
31628,96.15,78,2023-01-28
31629,99.72,1,2023-01-17
31630,103.13,37,2023-03-01
31631,95.36,84,2023-03-01
31633,96.24,43,2023-03-21
31634,99.94,45,2023-03-24
31635,98.87,77,2023-02-04
31636,103.41,69,2023-02-22
31637,96.79,36,2023-03-28
31638,96.83,80,2023-01-03
31639,96.72,37,2023-03-12
31640,103.18,64,2023-01-19
31641,102.52,18,2023-02-11
31642,95.1,37,2023-02-18
31643,97.85,35,2023-03-21
31644,101.67,18,2023-01-02
31645,99.9,14,2023-04-01
31646,96.18,17,2023-03-03
31647,102.78,63,2023-03-06
31648,101.39,95,2023-02-05
31649,102.62,25,2023-03-08
31650,104.62,23,2023-03-22
31651,104.35,32,2023-02-14
31652,101.01,94,2023-02-19
31653,101.09,78,2023-02-08
31654,96.36,50,2023-03-11
31655,96.38,1,2023-01-07
31656,96.85,2,2023-03-18
31657,96.8,68,2023-03-21
31658,99.76,62,2023-04-01
31659,104.05,86,2023-02-20
31660,99.89,29,2023-02-19
31661,96.41,33,2023-03-08
31662,97.61,10,2023-03-17
31663,101.41,97,2023-01-31
31664,102.07,47,2023-01-21
31665,98.65,52,2023-03-25
31666,96.83,37,2023-03-22
31667,96.98,59,2023-01-02
31668,101.6,40,2023-03-27
31669,97.31,80,2023-01-29
31670,100.73,31,2023-03-05
31671,102.72,10,2023-01-20
31672,102.16,32,2023-03-03
31673,104.83,74,2023-02-12
31674,103.66,93,2023-01-08
31675,96.99,64,2023-02-05
31676,105.61,19,2023-01-26
31677,103.82,50,2023-03-18
31678,100.29,95,2023-01-07
31679,100.34,43,2023-03-25
31680,98.82,25,2023-01-06
31681,95.37,89,2023-02-24
31682,98.95,96,2023-02-24
31683,102.76,1,2023-03-23
31684,103.75,62,2023-01-31
31685,103.21,73,2023-03-18
31686,97.56,5,2023-03-04
31687,102.12,64,2023-03-21
31688,98.96,17,2023-03-16
31689,97.46,44,2023-03-10
31690,100.05,58,2023-02-03
31691,103.88,91,2023-02-02
31692,99.58,75,2023-02-14
31693,97.44,83,2023-01-28
31694,101.56,31,2023-02-10
31695,97.03,28,2023-03-27
31696,102.74,40,2023-01-20
31697,96.72,90,2023-01-12
31698,103.8,64,2023-01-10
31699,102.97,67,2023-03-08
31700,99.98,22,2023-03-12
31701,97.7,34,2023-03-11
31702,100.12,31,2023-01-01
31703,104.64,60,2023-02-28
31704,97.51,57,2023-01-04
31705,101.76,92,2023-03-23
31706,99.39,49,2023-02-20
31707,104.48,53,2023-03-11
31708,99.81,26,2023-02-27
31709,104.84,89,2023-03-12
31710,102.71,39,2023-03-31
31711,104.33,60,2023-01-22
31712,98.01,37,2023-01-06
31713,99.88,64,2023-02-15
31714,100.96,57,2023-02-07
31715,102.16,32,2023-02-27
31716,98.22,88,2023-03-22
31717,102.19,73,2023-03-07
31718,103.49,75,2023-02-07
31719,99.48,37,2023-02-20
31720,99.92,68,2023-02-02
31721,95.87,64,2023-03-08
31722,103.03,62,2023-03-12
31723,103.43,27,2023-03-08
31724,103.97,41,2023-02-15
31725,98.68,76,2023-03-27
31726,103.04,68,2023-01-09
31727,102.68,18,2023-02-16
31728,100.45,38,2023-01-01
31729,104.75,26,2023-02-03
31730,99.69,44,2023-01-08
31731,103.14,48,2023-03-30
31732,96.24,34,2023-01-05
31733,102.27,57,2023-02-24
31735,100.41,25,2023-03-24
31736,103.65,67,2023-02-01
31737,97.42,52,2023-02-06
31738,102.77,84,2023-03-23
31739,103.77,55,2023-03-28
31740,100.82,67,2023-01-27
31741,99.01,41,2023-01-21
31742,97.86,14,2023-03-28
31743,102.3,34,2023-02-28
31744,103.5,46,2023-03-16
31746,100.29,62,2023-02-11
31747,96.45,48,2023-02-21
31748,102.11,14,2023-03-10
31749,99.26,50,2023-01-13
31750,103.4,70,2023-01-19
31751,102.98,4,2023-03-04
31752,98.41,36,2023-02-03
31753,105.28,70,2023-02-21
31754,98.06,78,2023-01-11
31755,100.5,96,2023-02-11
31756,100.7,76,2023-03-23
31757,102.14,54,2023-01-01
31758,98.35,9,2023-01-26
31759,98.0,94,2023-02-06
31760,102.15,70,2023-02-25
31761,98.59,24,2023-03-02
31762,103.02,54,2023-03-13
31763,96.86,65,2023-01-28
31764,96.07,19,2023-02-06
31765,99.76,93,2023-03-04
31766,104.48,80,2023-01-22
31767,102.16,28,2023-02-01
31768,95.85,57,2023-03-06
31769,102.74,47,2023-02-02
31770,97.43,46,2023-03-11
31771,105.39,17,2023-02-06
31772,101.09,27,2023-03-05
31773,98.97,95,2023-03-01
31774,100.25,15,2023-02-09
31775,102.14,44,2023-03-22
31776,103.37,64,2023-02-20
31778,103.02,76,2023-01-19
31779,99.15,58,2023-02-10
31780,94.92,34,2023-02-08
31781,95.92,17,2023-02-09
31782,94.73,1,2023-02-17
31783,97.51,1,2023-03-04
31784,100.06,20,2023-03-13
31785,99.89,22,2023-02-03
31786,104.11,19,2023-03-28
31787,99.89,61,2023-03-25
31788,98.34,71,2023-03-17
31789,102.9,41,2023-03-26
31790,101.78,87,2023-03-19
31791,99.44,32,2023-01-23
31792,104.76,14,2023-03-21
31793,102.16,18,2023-02-12
31794,96.7,34,2023-01-05
31795,103.46,84,2023-01-04
31796,96.18,19,2023-02-05
31798,105.07,52,2023-03-30
31799,96.56,17,2023-02-04
31800,97.09,4,2023-03-21
31801,103.27,61,2023-02-20
31802,96.64,41,2023-02-28
31803,102.47,72,2023-02-13
31804,100.3,58,2023-03-30
31805,98.51,15,2023-02-01
31806,101.51,59,2023-02-03
31807,103.06,73,2023-03-05
31808,98.67,24,2023-02-27
31809,104.48,31,2023-02-17
31810,97.39,7,2023-03-09
31811,96.58,72,2023-03-07
31812,94.87,62,2023-01-02
31813,100.54,24,2023-01-16
31814,101.41,99,2023-01-06
31815,103.85,17,2023-02-12
31816,96.93,56,2023-01-25
31817,101.76,13,2023-03-02
31818,104.03,46,2023-03-16
31819,96.62,35,2023-02-25
31820,98.61,92,2023-04-01
31821,102.41,41,2023-01-05
31822,94.88,17,2023-03-16
31823,102.3,69,2023-02-25
31824,100.61,26,2023-03-30
31825,105.42,95,2023-02-03
31826,99.5,50,2023-02-15
31827,101.5,97,2023-03-23
31828,101.85,88,2023-02-27
31829,98.4,56,2023-03-21
31830,96.7,36,2023-01-20
31831,100.79,62,2023-01-08
31832,95.43,11,2023-04-01
31833,97.04,62,2023-01-08
31834,95.85,9,2023-02-06
31835,104.54,78,2023-03-28
31836,101.52,15,2023-01-31
31837,97.3,58,2023-01-27
31838,97.42,76,2023-03-07
31840,105.02,10,2023-01-03
31841,103.47,54,2023-03-26
31842,102.82,83,2023-02-22
31843,97.98,86,2023-03-27
31844,105.05,38,2023-01-09
31845,100.81,38,2023-02-03
31846,103.4,81,2023-02-13
31847,103.22,14,2023-01-17
31848,102.04,67,2023-02-20
31849,103.06,23,2023-02-16
31850,100.61,6,2023-02-07
31851,104.46,41,2023-02-05
31852,99.59,65,2023-03-08
31853,102.64,53,2023-01-09
31854,97.37,94,2023-02-18
31855,104.98,78,2023-01-18
31856,95.95,84,2023-01-20
31857,101.51,86,2023-01-26
31858,97.45,25,2023-01-27
31859,95.09,93,2023-03-03
31860,97.69,18,2023-01-14
31861,101.78,15,2023-03-30
31862,95.85,69,2023-02-13
31863,98.12,71,2023-03-08
31864,105.21,94,2023-01-06
31865,102.44,26,2023-03-03
31866,97.52,6,2023-01-01
31867,96.17,54,2023-01-17
31868,104.95,47,2023-01-16
31869,102.43,60,2023-02-17
31870,95.73,67,2023-02-26
31871,96.02,80,2023-01-14
31872,98.75,16,2023-01-28
31873,98.8,84,2023-01-06
31874,103.17,53,2023-02-14
31875,102.4,46,2023-01-20
31876,96.39,81,2023-03-04
31877,101.81,96,2023-01-17
31878,95.08,65,2023-01-25
31879,99.58,21,2023-03-08
31880,104.83,31,2023-01-15
31881,99.11,47,2023-03-10
31882,103.41,88,2023-02-14
31883,101.49,79,2023-03-24
31884,103.44,77,2023-02-20
31885,95.4,80,2023-01-01
31886,98.62,60,2023-02-13
31887,94.89,52,2023-03-09
31888,96.91,24,2023-02-28
31889,103.72,30,2023-02-14
31890,101.97,4,2023-03-27
31891,101.14,66,2023-01-13
31892,104.31,11,2023-01-04
31893,102.63,26,2023-02-08
31894,101.1,20,2023-01-01
31895,95.86,45,2023-03-01
31896,102.51,60,2023-01-21
31897,104.18,49,2023-02-08
31898,95.05,22,2023-02-19
31899,99.99,23,2023-03-23
31900,100.57,47,2023-02-23
31901,102.93,37,2023-01-04
31902,98.4,84,2023-02-24
31903,99.7,86,2023-03-28
31904,100.05,84,2023-01-17
31905,104.28,41,2023-02-07
31906,98.83,79,2023-02-15
31907,103.75,92,2023-01-08
31908,104.46,17,2023-02-23
31909,97.44,71,2023-02-20
31910,96.28,28,2023-01-01
31911,97.71,62,2023-02-12
31912,97.51,85,2023-03-18
31913,102.29,91,2023-02-09
31914,102.46,86,2023-03-02
31915,102.19,35,2023-03-03
31916,99.56,67,2023-02-14
31917,96.5,78,2023-02-17
31918,97.85,15,2023-02-05
31919,105.69,87,2023-02-01
31920,98.5,8,2023-03-01
31921,97.92,31,2023-02-24
31922,98.24,93,2023-02-28
31924,102.52,3,2023-03-23
31925,101.61,85,2023-02-04
31926,102.93,9,2023-03-17
31927,99.3,51,2023-01-04
31928,100.5,97,2023-01-13
31929,100.79,14,2023-03-08
31930,98.52,82,2023-02-16
31931,96.85,79,2023-01-17
31932,99.3,32,2023-03-02
31933,102.59,58,2023-01-24
31934,98.1,88,2023-03-19
31935,96.78,79,2023-02-21
31936,96.64,74,2023-01-21
31937,102.03,31,2023-03-20
31938,99.69,17,2023-01-04
31939,103.82,59,2023-01-05
31940,101.42,23,2023-03-17
31941,103.61,85,2023-02-16
31942,100.13,57,2023-03-14
31943,95.23,12,2023-03-07
31944,102.42,13,2023-02-12
31945,99.02,21,2023-01-25
31946,96.04,86,2023-02-03
31947,99.44,7,2023-01-31
31948,97.66,5,2023-02-01
31949,102.85,38,2023-02-24
31950,102.57,43,2023-03-29
31951,104.17,45,2023-02-18
31952,95.68,80,2023-01-20
31953,99.02,30,2023-01-26
31954,98.4,27,2023-01-13
31955,101.14,53,2023-01-07
31956,101.6,20,2023-03-10
31957,97.06,97,2023-02-01
31958,104.42,40,2023-02-18
31959,96.03,89,2023-01-22
31960,96.27,73,2023-01-24
31961,97.96,59,2023-02-07
31962,98.81,28,2023-01-12
31963,97.97,83,2023-03-18
31964,105.5,78,2023-03-13
31965,95.21,9,2023-03-17
31966,102.33,93,2023-03-21
31967,104.27,37,2023-01-17
31968,94.54,33,2023-03-30
31969,99.59,76,2023-03-23
31970,104.43,89,2023-01-05
31971,98.77,12,2023-03-16
31972,102.11,28,2023-01-15
31973,104.65,50,2023-01-09
31974,97.11,79,2023-02-15
31975,98.77,30,2023-02-04
31976,97.59,73,2023-02-04
31977,100.25,8,2023-03-01
31978,99.05,16,2023-02-05
31979,97.22,44,2023-01-31
31980,102.09,49,2023-03-26
31981,98.31,55,2023-03-01
31982,103.55,22,2023-01-22
31983,102.05,12,2023-02-25
31984,102.99,33,2023-01-25
31985,96.5,63,2023-02-03
31986,103.77,36,2023-02-25
31987,103.71,40,2023-03-14
31988,102.43,12,2023-01-25
31989,100.41,66,2023-03-19
31990,97.98,49,2023-03-26
31991,98.06,98,2023-02-20
31992,102.05,44,2023-03-07
31993,104.5,70,2023-03-11
31994,97.15,54,2023-01-05
31995,99.01,67,2023-01-23
31996,98.74,92,2023-01-11
31997,100.47,7,2023-01-20
31998,97.92,12,2023-03-27
31999,103.02,6,2023-01-07
32000,97.54,23,2023-03-13
32001,98.1,52,2023-03-02
32002,99.83,77,2023-02-13
32003,103.66,54,2023-01-16
32004,97.16,16,2023-02-24
32005,101.16,72,2023-03-11
32007,104.8,20,2023-03-05
32008,97.64,18,2023-02-14
32009,100.21,6,2023-01-15
32010,97.42,15,2023-02-13
32011,99.09,85,2023-02-12
32012,99.42,37,2023-01-03
32013,103.39,66,2023-03-31
32014,99.85,44,2023-03-16
32015,102.35,47,2023-03-27
32016,105.78,10,2023-03-15
32017,96.5,58,2023-02-17
32018,103.26,66,2023-02-14
32019,105.06,73,2023-03-20
32020,97.85,86,2023-02-14
32021,97.89,24,2023-02-12
32022,99.96,96,2023-01-22
32023,101.75,24,2023-02-13
32024,100.3,98,2023-02-18
32025,99.08,86,2023-01-18
32026,96.88,34,2023-03-23
32027,101.1,93,2023-01-19
32028,100.24,62,2023-03-10
32029,101.16,57,2023-03-07
32030,100.8,84,2023-02-14
32031,98.77,71,2023-03-20
32032,98.32,8,2023-01-08
32033,100.36,24,2023-03-02
32034,96.42,69,2023-03-22
32035,104.93,52,2023-01-04
32036,98.62,83,2023-01-05
32037,102.78,45,2023-02-19
32038,98.81,40,2023-01-26
32039,94.62,27,2023-03-09
32040,95.24,92,2023-03-18
32041,100.2,71,2023-03-05
32042,102.45,28,2023-03-28
32043,96.67,55,2023-03-05
32044,103.04,83,2023-02-10
32045,97.08,37,2023-02-04
32046,100.95,27,2023-02-18
32047,97.29,78,2023-02-17
32048,100.57,22,2023-03-03
32049,102.41,18,2023-03-03
32050,98.76,35,2023-02-11
32051,97.31,39,2023-01-13
32052,103.64,5,2023-03-03
32053,99.16,5,2023-02-17
32054,97.23,52,2023-02-26
32055,98.22,25,2023-01-11
32056,103.2,29,2023-02-11
32058,103.0,68,2023-03-07
32059,98.92,98,2023-01-22
32060,102.03,7,2023-03-22
32061,96.29,50,2023-01-05
32062,96.9,46,2023-03-26
32063,99.93,66,2023-03-28
32064,99.92,62,2023-03-30
32065,96.61,65,2023-01-19
32066,97.41,17,2023-02-26
32067,101.59,58,2023-03-07
32068,96.09,36,2023-03-07
32069,98.56,27,2023-02-22
32070,102.05,35,2023-02-26
32071,95.71,3,2023-03-30
32073,101.46,59,2023-03-06
32074,95.56,66,2023-01-16
32075,97.31,67,2023-03-17
32076,100.2,58,2023-01-26
32077,97.14,33,2023-02-17
32078,96.45,42,2023-02-17
32079,100.76,96,2023-02-14
32080,95.45,6,2023-01-19
32081,101.32,88,2023-02-18
32082,101.94,42,2023-03-30
32083,97.33,64,2023-02-27
32084,102.64,47,2023-01-27
32085,95.3,44,2023-01-11
32086,100.26,48,2023-02-27
32087,100.56,69,2023-01-04
32088,96.07,48,2023-03-16
32089,96.74,48,2023-01-13
32090,96.86,56,2023-03-29
32091,99.84,37,2023-01-07
32092,105.18,10,2023-02-14
32093,105.44,53,2023-01-05
32094,103.87,91,2023-01-25
32095,99.0,96,2023-03-20
32096,104.03,4,2023-02-04
32097,95.33,37,2023-02-17
32098,96.67,21,2023-02-23
32099,104.77,23,2023-03-14
32100,104.26,60,2023-02-04
32101,100.19,1,2023-03-21
32102,100.41,60,2023-02-18
32103,98.27,29,2023-01-14
32104,100.69,26,2023-02-07
32105,95.28,26,2023-01-13
32106,96.04,24,2023-03-12
32107,97.14,90,2023-01-02
32108,105.08,81,2023-02-12
32109,99.83,91,2023-03-03
32110,97.9,37,2023-01-26
32111,94.86,25,2023-01-12
32112,103.22,49,2023-03-27
32113,98.1,36,2023-01-12
32114,104.0,28,2023-03-12
32115,99.2,36,2023-02-24
32116,96.65,5,2023-03-31
32117,98.86,58,2023-03-05
32118,96.79,47,2023-01-25
32119,97.44,94,2023-02-11
32120,102.04,83,2023-01-08
32121,97.7,50,2023-03-12
32122,96.2,7,2023-02-26
32123,99.56,49,2023-01-09
32124,99.25,85,2023-02-02
32125,102.66,8,2023-03-22
32126,102.31,19,2023-01-02
32127,98.57,40,2023-02-15
32128,96.39,59,2023-03-18
32129,105.18,89,2023-03-12
32130,98.33,56,2023-03-17
32131,96.75,68,2023-03-19
32132,97.99,41,2023-01-22
32133,103.24,18,2023-03-16
32134,103.84,76,2023-03-15
32135,98.98,77,2023-02-16
32136,96.4,55,2023-02-03
32137,104.97,53,2023-02-25
32138,95.9,52,2023-01-22
32139,100.91,63,2023-02-26
32140,103.63,18,2023-01-29
32141,101.64,44,2023-02-28
32143,104.39,85,2023-01-15
32144,96.12,95,2023-03-16
32145,100.88,81,2023-01-23
32146,101.38,89,2023-03-23
32147,99.26,57,2023-01-05
32148,101.19,25,2023-02-17
32149,96.71,39,2023-03-23
32150,102.04,28,2023-01-31
32151,101.78,28,2023-03-02
32152,100.9,46,2023-01-25
32153,98.46,50,2023-02-12
32154,103.14,47,2023-02-04
32155,97.2,76,2023-01-26
32156,101.43,85,2023-02-21
32157,100.6,88,2023-01-13
32158,94.73,35,2023-03-15
32159,97.0,73,2023-02-01
32160,103.49,35,2023-03-20
32161,96.54,79,2023-02-16
32162,102.62,24,2023-03-20
32163,101.45,84,2023-02-13
32164,95.56,27,2023-02-04
32165,97.64,71,2023-01-21
32166,102.86,52,2023-01-12
32167,101.0,19,2023-01-02
32168,102.51,91,2023-03-04
32169,104.01,22,2023-01-15
32170,95.61,99,2023-02-08
32171,101.06,9,2023-02-13
32172,94.9,39,2023-02-14
32173,101.61,49,2023-01-16
32174,99.45,70,2023-02-25
32175,98.26,67,2023-02-25
32176,95.95,38,2023-03-04
32177,97.17,90,2023-02-13
32178,94.88,73,2023-03-05
32179,97.67,66,2023-02-04
32180,102.2,26,2023-02-15
32181,101.48,86,2023-01-28
32182,104.17,63,2023-03-30
32183,98.38,6,2023-02-06
32184,101.02,43,2023-03-11
32185,105.07,23,2023-03-02
32186,101.46,9,2023-03-25
32187,103.82,44,2023-03-27
32188,103.31,20,2023-03-07
32189,97.31,35,2023-01-24
32190,103.1,69,2023-03-12
32191,102.95,98,2023-01-19
32192,103.03,1,2023-02-06
32193,103.53,78,2023-01-12
32194,97.59,25,2023-03-25
32195,105.08,25,2023-02-10
32196,100.77,25,2023-02-24
32197,102.95,15,2023-03-06
32198,99.89,25,2023-02-28
32199,98.56,6,2023-01-25
32200,99.22,45,2023-01-31
32202,100.7,33,2023-02-01
32203,102.67,88,2023-02-08
32204,104.48,73,2023-03-02
32205,98.63,38,2023-01-22
32206,96.62,89,2023-01-30
32207,104.1,5,2023-03-01
32208,100.14,62,2023-03-28
32209,104.32,59,2023-01-10
32210,95.0,50,2023-02-22
32211,97.73,14,2023-03-27
32212,95.51,78,2023-02-20
32213,97.48,59,2023-03-26
32214,102.03,36,2023-02-09
32215,100.91,13,2023-03-23
32216,102.32,33,2023-01-21
32217,104.65,81,2023-01-28
32218,98.9,61,2023-02-25
32219,104.74,81,2023-01-03
32220,101.89,28,2023-03-30
32221,94.88,79,2023-03-23
32222,101.7,44,2023-01-30
32223,99.83,97,2023-02-08
32224,97.79,42,2023-03-10
32225,97.57,17,2023-01-14
32226,98.8,78,2023-03-01
32227,104.88,25,2023-02-16
32228,95.18,36,2023-01-02
32229,103.28,13,2023-01-11
32230,98.12,57,2023-03-04
32231,101.48,19,2023-01-09
32232,104.81,97,2023-01-20
32233,99.98,57,2023-03-28
32234,105.57,25,2023-02-15
32235,103.85,94,2023-03-01
32236,103.44,87,2023-01-26
32237,95.66,38,2023-02-22
32238,102.91,15,2023-01-08
32239,103.54,85,2023-03-05
32240,103.48,19,2023-01-01
32241,96.01,80,2023-02-10
32242,103.75,30,2023-01-04
32243,95.38,98,2023-03-31
32244,103.11,98,2023-01-14
32245,103.01,41,2023-03-29
32246,102.9,44,2023-01-21
32247,98.73,40,2023-01-24
32248,104.78,78,2023-02-08
32249,97.27,78,2023-01-20
32250,96.56,54,2023-01-18
32251,103.82,61,2023-02-21
32252,98.53,18,2023-02-02
32253,96.98,62,2023-02-28
32254,101.45,51,2023-02-27
32255,99.54,49,2023-02-09
32256,98.45,13,2023-03-24
32257,97.87,21,2023-01-08
32258,97.07,3,2023-01-25
32259,103.91,2,2023-01-24
32260,101.17,26,2023-01-26
32262,103.27,32,2023-03-12
32263,96.76,69,2023-01-23
32264,99.99,48,2023-03-03
32265,100.92,19,2023-03-24
32266,103.37,95,2023-02-07
32267,100.06,7,2023-01-11
32268,103.57,4,2023-02-24
32269,104.0,73,2023-01-11
32270,98.06,84,2023-02-22
32271,101.55,25,2023-03-20
32272,101.53,39,2023-02-18
32273,98.27,95,2023-02-19
32274,97.34,5,2023-01-12
32275,102.88,91,2023-01-01
32276,102.43,29,2023-03-16
32277,96.14,7,2023-03-08
32278,104.09,19,2023-02-04
32279,100.69,19,2023-01-18
32280,101.51,96,2023-03-16
32281,95.63,96,2023-03-16
32282,102.0,77,2023-01-06
32283,95.53,17,2023-03-11
32284,100.36,53,2023-03-28
32285,98.51,26,2023-02-16
32286,103.12,16,2023-02-05
32287,105.04,75,2023-02-12
32288,95.94,30,2023-03-29
32289,102.77,20,2023-02-02
32290,103.72,16,2023-03-29
32291,97.4,74,2023-03-10
32292,104.35,44,2023-03-16
32293,102.94,49,2023-03-03
32294,101.82,19,2023-02-24
32295,98.28,15,2023-01-25
32296,96.14,86,2023-01-07
32297,100.61,41,2023-02-24
32298,104.62,54,2023-01-01
32299,102.92,52,2023-03-12
32300,103.59,15,2023-03-08
32301,99.77,97,2023-03-22
32302,97.86,94,2023-03-05
32303,99.07,58,2023-03-03
32304,103.23,17,2023-02-09
32305,102.56,68,2023-03-03
32306,95.48,77,2023-02-14
32307,103.29,93,2023-01-01
32308,95.09,44,2023-03-16
32309,105.31,79,2023-02-04
32310,98.23,64,2023-01-05
32311,99.52,67,2023-01-15
32312,97.48,85,2023-03-27
32313,100.01,6,2023-03-04
32314,103.56,5,2023-02-27
32315,103.72,41,2023-01-25
32316,103.69,50,2023-01-23
32317,98.42,71,2023-02-02
32318,95.64,91,2023-04-01
32320,98.94,60,2023-03-13
32321,100.61,50,2023-02-10
32322,98.2,22,2023-01-20
32323,98.47,35,2023-02-07
32324,101.19,28,2023-02-12
32325,96.56,99,2023-01-03
32326,102.46,46,2023-02-06
32327,96.16,63,2023-03-09
32328,98.56,67,2023-01-21
32329,98.99,11,2023-01-01
32330,101.14,40,2023-03-04
32331,96.67,82,2023-03-28
32332,103.66,47,2023-03-09
32333,99.37,87,2023-03-16
32334,102.45,43,2023-02-18
32335,101.69,4,2023-03-02
32336,101.03,25,2023-03-28
32337,99.53,20,2023-02-09
32338,99.42,6,2023-02-11
32339,105.24,2,2023-03-07
32340,101.9,60,2023-02-05
32341,98.16,92,2023-03-05
32342,98.64,69,2023-01-17
32343,102.87,66,2023-01-06
32344,104.79,48,2023-01-10
32345,94.86,7,2023-03-05
32346,101.81,37,2023-01-10
32347,105.3,76,2023-02-13
32348,103.16,48,2023-03-31
32349,95.81,60,2023-02-20
32350,105.17,97,2023-01-03
32351,101.23,11,2023-02-21
32352,95.94,13,2023-03-15
32353,102.27,9,2023-01-01
32354,96.95,47,2023-02-22
32355,96.81,32,2023-02-09
32356,98.7,68,2023-02-15
32357,101.94,36,2023-03-23
32358,102.95,64,2023-02-21
32359,100.71,81,2023-02-26
32360,99.22,36,2023-03-28
32361,100.96,60,2023-02-09
32362,103.26,51,2023-01-17
32363,97.19,65,2023-02-18
32364,102.39,97,2023-03-30
32365,100.38,39,2023-01-20
32366,103.78,34,2023-01-11
32367,97.35,81,2023-03-24
32368,100.41,46,2023-03-27
32369,95.94,63,2023-03-28
32370,99.26,50,2023-02-16
32371,100.95,28,2023-03-26
32372,102.45,96,2023-03-25
32373,98.7,82,2023-03-18
32374,103.22,96,2023-01-23
32375,103.02,86,2023-03-22
32376,101.85,43,2023-02-28
32377,99.97,11,2023-03-29
